SUBSTANCECOMPONENT_ID,SUB_COM_ID,SUB_ID,COM_ID,TRX_ID,SUB_NAME,SUB_ECSUBINVENTENTRYREF,SUB_CASNUMBER,SUB_DESCRIPTION,SUBPARAM_ID,SUBPARAM_CODE,SUBPARAMNAME,SUB_TYPE,QUALIFIER_ID,QUALIFIER_CODE,QUALIFIER,COMP_VALUE,COM_NAME,COM_ECSUBINVENTENTRYREF,COM_CASNUMBER,IUPACNAME,COMPARAM_ID,COMPARAM_CODE,COMPARAMNAME,MOLECULARFORMULA,SMILESNOTATION,INCHI,COM_TYPE,COM_STRUCTURESHOWN,SMILESNOTATIONSOURCE,INCHI_NOTATIONSOURCE
371865,1089,592,901,40611,Iron L-pidolate,274-215-5,69916-59-2,Iron L-pidolate is a water-soluble salt of L-pidolic acid. The bioavailability of iron is comparable to that from other water-soluble and dissociable iron salts permitted to be used in food supplements and foods intended for particular nutritional uses.,23735,RF-00009116-PAR,Iron L-pidolate,single chemical entity,7,QU07A,as such,,Iron L-pidolate,274-215-5,69916-59-2,iron(2+) bis[(2S)-5-oxopyrrolidine-2-carboxylate],23735,RF-00009116-PAR,Iron L-pidolate,C10H12FeN2O6,[Fe+2].[O-]C(=O)[C@@H]1CCC(=O)N1.[O-]C(=O)[C@@H]2CCC(=O)N2,"InChI=1S/2C5H7NO3.Fe/c2*7-4-2-1-3(6-4)5(8)9;/h2*3H,1-2H2,(H,6,7)(H,8,9);/q;;+2/p-2/t2*3-;/m00./s1",organometallic,,,
371866,1090,593,902,40611,Magnesium L-pidolate,263-365-7,62003-27-4,Magnesium L-pidolate is a water-soluble salt of L-pidolic acid. The bioavailability of magnesium is comparable to that from other water-soluble and dissociable magnesium salts permitted to be used in food supplements and foods intended for particular nutritional uses.,24693,RF-00010071-PAR,Magnesium L-pidolate,single chemical entity,7,QU07A,as such,,Magnesium L-pidolate,263-365-7,62003-27-4,,24693,RF-00010071-PAR,Magnesium L-pidolate,,,,organic,,,
371867,1091,594,903,40611,Potassium L-pidolate,225-373-9,4810-50-8,Potassium L-pidolate is a water-soluble salt of L-pidolic acid. The bioavailability of potassium is comparable to that from other water-soluble and dissociable potassium salts permitted to be used in food supplements and foods intended for particular nutritional uses.,22788,RF-00008168-PAR,Potassium L-pidolate,single chemical entity,7,QU07A,as such,,Potassium L-pidolate,225-373-9,4810-50-8,Potassium (2S)-5-oxopyrrolidine-2-carboxylate,22788,RF-00008168-PAR,Potassium L-pidolate,C5H6KNO3,C1CC(=O)N[C@@H]1C(=O)[O-].[K+],"InChI=1S/C5H7NO3.K/c7-4-2-1-3(6-4)5(8)9;/h3H,1-2H2,(H,6,7)(H,8,9);/q;+1/p-1/t3-;/m0./s1",organic,,,
371868,1092,595,904,40611,Zinc L-pidolate,239-473-5,15454-75-8,Zinc L-pidolate is a water-soluble salt of L-pidolic acid. The bioavailability of zinc is comparable to that from other water-soluble and dissociable zinc salts permitted to be used in food supplements and foods intended for particular nutritional uses.,22269,RF-00007649-PAR,Zinc L-pidolate,single chemical entity,7,QU07A,as such,,Zinc L-pidolate,239-473-5,15454-75-8,Zinc 5-oxopyrrolidine-2-carboxylate,22269,RF-00007649-PAR,Zinc L-pidolate,C10H12N2O6Zn,C1CC(=O)NC1C(=O)[O-].C1CC(=O)NC1C(=O)[O-].[Zn+2],"InChI=1S/2C5H7NO3.Zn/c2*7-4-2-1-3(6-4)5(8)9;/h2*3H,1-2H2,(H,6,7)(H,8,9);/q;;+2/p-2",organometallic,,,
371869,1093,596,905,40611,Ammonium monovanadate,232-261-3,7803-55-6,,24694,RF-00010072-PAR,Ammonium monovanadate,single chemical entity,7,QU07A,as such,,Ammonium monovanadate,232-261-3,7803-55-6,ammonium trioxidovanadate(1-),24694,RF-00010072-PAR,Ammonium monovanadate,H4NO3V,[NH4+].[O-][V](=O)=O,InChI=1S/H3N.3O.V/h1H3;;;;/q;;;-1;/p+1,inorganic,,,
371870,1094,597,909,40611,Calcium ascorbate with a content of threonate,,,Calcium ascorbate with a content of threonate is a product consisting of the calcium salt of Lascorbic acid (vitamin C) and less than 2% of L-threonic acid along with calcium carbonate and water. The bioavailability of vitamin C from calcium ascorbate with a content of threonate is comparable to that of ascorbic acid.,24471,RF-00009850-PAR,Calcium ascorbate with a content of threonate,mixture or formulation,6,QU06A,ca.,1.2000000000,Calcium L-threonate,,70753-61-6,"Calcium (2R,3S)-2,3,4-trihydroxybutanoate",23736,RF-00009117-PAR,Calcium L-threonate,C8H14CaO10,C([C@@H]([C@H](C(=O)[O-])O)O)O.C([C@@H]([C@H](C(=O)[O-])O)O)O.[Ca+2],"InChI=1S/2C4H8O5.Ca/c2*5-1-2(6)3(7)4(8)9;/h2*2-3,5-7H,1H2,(H,8,9);/q;;+2/p-2/t2*2-,3+;/m00./s1",organic,,,
371871,1095,597,910,40611,Calcium ascorbate with a content of threonate,,,Calcium ascorbate with a content of threonate is a product consisting of the calcium salt of Lascorbic acid (vitamin C) and less than 2% of L-threonic acid along with calcium carbonate and water. The bioavailability of vitamin C from calcium ascorbate with a content of threonate is comparable to that of ascorbic acid.,24471,RF-00009850-PAR,Calcium ascorbate with a content of threonate,mixture or formulation,6,QU06A,ca.,1.1000000000,Calcium carbonate,207-439-9,471-34-1,Calcium carbonate,14280,RF-00000069-ADD,Calcium carbonate,CCaO3,C(=O)([O-])[O-].[Ca+2],"InChI=1S/CH2O3.Ca/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",inorganic,,,
371872,1096,597,1200,40611,Calcium ascorbate with a content of threonate,,,Calcium ascorbate with a content of threonate is a product consisting of the calcium salt of Lascorbic acid (vitamin C) and less than 2% of L-threonic acid along with calcium carbonate and water. The bioavailability of vitamin C from calcium ascorbate with a content of threonate is comparable to that of ascorbic acid.,24471,RF-00009850-PAR,Calcium ascorbate with a content of threonate,mixture or formulation,6,QU06A,ca.,95.5000000000,Calcium L-ascorbate dihydrate,611-529-7,5743-28-2,"di[(R)-2-[(S)-1,2-dihydroxyethyl]�4�hydroxy�5�oxo�2H�furan�3�olate] dihydrate",24617,RF-00009995-PAR,Calcium L-ascorbate dihydrate,C12H14O12Ca�2H2O,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.O.O.[Ca+2],"InChI=1S/2C6H8O6.Ca.2H2O/c2*7-1-2(8)5-3(9)4(10)6(11)12-5;;;/h2*2,5,7-10H,1H2;;2*1H2/q;;+2;;/p-2/t2*2-,5+;;;/m00.../s1",organic,,,
371873,1097,598,906,40611,Bismaltolato oxo vanadium,,38213-69-3,Bismaltolato oxo vanadium is a vanadyl complex salt.,15946,RF-00001447-PAR,Bismaltolato oxo vanadium,single chemical entity,7,QU07A,as such,,Bismaltolato oxo vanadium,,38213-69-3,2-methyl-4-oxopyran-3-olate; oxovanadium(2+),15946,RF-00001447-PAR,Bismaltolato oxo vanadium,C12H10O7V,CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].O=[V+2],"InChI=1S/2C6H6O3.O.V/c2*1-4-6(8)5(7)2-3-9-4;;/h2*2-3,8H,1H3;;/q;;;+2/p-2",organometallic,,,
371874,1098,599,908,40611,Bisglycinato oxo vanadium,,15283-90-6,Bisglycinato oxo vanadium with the chemical formula C4H8N2O5V and the molecular weight 228.10 Dalton is a vanadyl complex salt. It is soluble in water and sparingly soluble in dilute acids.,15945,RF-00001446-PAR,Bisglycinato oxo vanadium,single chemical entity,7,QU07A,as such,,Bisglycinato oxo vanadium,,15283-90-6,bis(glycinato-kO)(oxo)vanadium,15945,RF-00001446-PAR,Bisglycinato oxo vanadium,C4H8N2O5V,O=[V](OC(=O)CN)OC(=O)CN,"InChI=1S/2C2H5NO2.O.V/c2*3-1-2(4)5;;/h2*1,3H2,(H,4,5);;/q;;;+2/p-2",organometallic,,,
371875,1099,600,909,40611,Calcium L-threonate,,70753-61-6,"The molecular weight of calcium L-threonate is 310.27. L-threonate, has been identified in both plant and animals. In mammals it typically arises from the catabolism of ascorbic acid in the liver. Threonate is a normal constituent of the body. It has been identified in human plasma and in urine. Furthermore, threonic acid has been identified in the aqueous humour of the eye.",23736,RF-00009117-PAR,Calcium L-threonate,single chemical entity,7,QU07A,as such,,Calcium L-threonate,,70753-61-6,"Calcium (2R,3S)-2,3,4-trihydroxybutanoate",23736,RF-00009117-PAR,Calcium L-threonate,C8H14CaO10,C([C@@H]([C@H](C(=O)[O-])O)O)O.C([C@@H]([C@H](C(=O)[O-])O)O)O.[Ca+2],"InChI=1S/2C4H8O5.Ca/c2*5-1-2(6)3(7)4(8)9;/h2*2-3,5-7H,1H2,(H,8,9);/q;;+2/p-2/t2*2-,3+;/m00./s1",organic,,,
371876,1100,601,488,40611,Vanadyl sulfate,248-652-7,27774-13-6,The molecular weight of vanadyl sulphate is 163.02 Dalton. The water soluble vanadyl salt is a hydrate.,24646,RF-00010024-PAR,Vanadyl sulfate,single chemical entity,7,QU07A,as such,,Vanadyl sulfate,248-652-7,27774-13-6,Vanadium oxide sulphate,24646,RF-00010024-PAR,Vanadyl sulfate,,,,inorganic,,,
371877,1101,602,489,40611,Vanadium pentoxide,215-239-8,1314-62-1,"The molecular weight of vanadium pentoxide is 181.9 Dalton. It is only slightly soluble in water, but soluble in acids and alkalis.",24647,RF-00010025-PAR,Vanadium pentoxide,single chemical entity,7,QU07A,as such,,Vanadium pentoxide,215-239-8,1314-62-1,dioxovanadiooxy(dioxo)vanadium,24647,RF-00010025-PAR,Vanadium pentoxide,O5V2,,,inorganic,,,
371878,1102,604,995,40611,D-alpha-Tocopheryl polyethylene glycol-1000 succinate,,,"D-alpha-Tocopheryl polyethylene glycol-1000 succinate (TPGS is formed by the esterification of polyethylene glycol 1000 with d-alpha-tocopheryl succinate. The chemical name is 2R,4',8'R, alpha-tocopheryl polyethylene glycol 1000 succinate; and the molecular weight of TPGS is calculated to be approximately 1513 Daltons. The molecular formula is C33O5H54(CH2CH2O)n, where ""n"" represents the number of polyethylene oxide moieties attached to the acid group of d-alpha tocopheryl succinate.",24317,RF-00009696-PAR,D-alpha-Tocopheryl polyethylene glycol-1000 succinate,polymer,7,QU07A,as such,,D-alpha-Tocopheryl polyethylene glycol-1000 succinate,,,,24317,RF-00009696-PAR,D-alpha-Tocopheryl polyethylene glycol-1000 succinate,,,,organic,,,
371879,1103,605,914,40611,Sudan I,212-668-2,842-07-9,,12443,RF-00000448-ORG,Sudan colour,single chemical entity,7,QU07A,as such,,Sudan I,212-668-2,842-07-9,(1Z)-1-(phenylhydrazinylidene)naphthalen-2-one,12443,RF-00000448-ORG,Sudan colour,C16H12N2O,C1=CC=C(C=C1)N/N=C/2\\C(=O)C=CC3=CC=CC=C32,"InChI=1S/C16H12N2O/c19-15-11-10-12-6-4-5-9-14(12)16(15)18-17-13-7-2-1-3-8-13/h1-11,17H/b18-16-",organic,,,
371880,1104,606,915,40611,Sudan II,,3118-97-6,,19335,RF-00004746-PAR,Sudan II,single chemical entity,7,QU07A,as such,,Sudan II,,3118-97-6,,19335,RF-00004746-PAR,Sudan II,,,,organic,,,
371881,1105,607,916,40611,Sudan III,,85-86-9,,19336,RF-00004747-PAR,Sudan III,single chemical entity,7,QU07A,as such,,Sudan III,,85-86-9,,19336,RF-00004747-PAR,Sudan III,,,,organic,,,
371882,1106,608,917,40611,Sudan IV,,85-83-6,,19337,RF-00004748-PAR,Sudan IV,single chemical entity,7,QU07A,as such,,Sudan IV,,85-83-6,,19337,RF-00004748-PAR,Sudan IV,,,,organic,,,
371883,1107,609,918,40611,Calcium malate,241-498-1,17482-42-7,Calcium malate are salts of malic acid.,14291,RF-00000082-ADD,Calcium malate,single chemical entity,7,QU07A,as such,,Calcium malate,241-498-1,17482-42-7,Calcium 2-hydroxybutanedioate,14291,RF-00000082-ADD,Calcium malate,C4H4CaO5,C(C(C(=O)[O-])O)C(=O)[O-].[Ca+2],"InChI=1S/C4H6O5.Ca/c5-2(4(8)9)1-3(6)7;/h2,5H,1H2,(H,6,7)(H,8,9);/q;+2/p-2",organic,,,
371884,1108,610,919,40611,Magnesium malate,212-784-3,869-06-7,Magnesium malate are salts of malic acid.,22717,RF-00008097-PAR,Magnesium malate,single chemical entity,7,QU07A,as such,,Magnesium malate,212-784-3,869-06-7,Magnesium 2-hydroxybutanedioate,22717,RF-00008097-PAR,Magnesium malate,C4H4MgO5,C(C(C(=O)[O-])O)C(=O)[O-].[Mg+2],"InChI=1S/C4H6O5.Mg/c5-2(4(8)9)1-3(6)7;/h2,5H,1H2,(H,6,7)(H,8,9);/q;+2/p-2",organic,,,
371885,1109,611,920,40611,Zinc malate,220-647-4,2847-05-4,Zinc malate are salts of malic acid.,22718,RF-00008098-PAR,Zinc malate,single chemical entity,7,QU07A,as such,,Zinc malate,220-647-4,2847-05-4,Zinc 2-hydroxybutanedioate,22718,RF-00008098-PAR,Zinc malate,C4H4O5Zn,C(C(C(=O)[O-])O)C(=O)[O-].[Zn+2],"InChI=1S/C4H6O5.Zn/c5-2(4(8)9)1-3(6)7;/h2,5H,1H2,(H,6,7)(H,8,9);/q;+2/p-2",organometallic,,,
371886,1110,612,921,40611,Malic acid,230-022-8,6915-15-7,Malic acid is a white crystalline powder with a molecular weight of 134.09. It is readily soluble in water (558 g/L at 20 �C) with a pKa1 of 3.4 and pKa2 of 5.5.,13917,RF-00000184-ADD,Malic acid,single chemical entity,7,QU07A,as such,,Malic acid,230-022-8,6915-15-7,2-Hydroxybutanedioic acid,13917,RF-00000184-ADD,Malic acid,C4H6O5,C(C(C(=O)O)O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",organic,,,
371887,1111,613,922,40611,Para Red,,6410-10-2,,19333,RF-00004744-PAR,Para Red,single chemical entity,7,QU07A,as such,,Para Red,,6410-10-2,,19333,RF-00004744-PAR,Para Red,,,,organic,,,
371888,1112,614,923,40611,Rhodamine B,,81-88-9,,19365,RF-00004776-PAR,Rhodamine B,single chemical entity,7,QU07A,as such,,Rhodamine B,,81-88-9,,19365,RF-00004776-PAR,Rhodamine B,,,,organic,,,
371889,1113,615,924,40611,Orange II,,633-96-5,,19332,RF-00004743-PAR,Orange II,single chemical entity,7,QU07A,as such,,Orange II,,633-96-5,,19332,RF-00004743-PAR,Orange II,,,,organic,,,
371890,1114,616,925,40611,Acid Red 73,226-502-1,5413-75-2,,24695,RF-00010073-PAR,Acid Red 73,single chemical entity,7,QU07A,as such,,Acid Red 73,226-502-1,5413-75-2,"(8Z)-7-oxo-8-[(4-phenyldiazenylphenyl)hydrazinylidene]naphthalene-1, 3-disulfonate",24695,RF-00010073-PAR,Acid Red 73,C22H14N4Na2O7S2,,,organic,,,
371891,1115,617,926,40611,Sudan Red 7B,,6368-72-5,,19338,RF-00004749-PAR,Sudan Red 7B,single chemical entity,7,QU07A,as such,,Sudan Red 7B,,6368-72-5,,19338,RF-00004749-PAR,Sudan Red 7B,,,,organic,,,
371892,1116,618,927,40611,Metanil Yellow,,587-98-4,,19331,RF-00004742-PAR,Metanil yellow,single chemical entity,7,QU07A,as such,,Metanil Yellow,,587-98-4,,19331,RF-00004742-PAR,Metanil yellow,,,,organic,,,
371893,1117,619,928,40611,Auramine,207-762-5,492-80-8,,22608,RF-00007988-PAR,Auramine,single chemical entity,7,QU07A,as such,,Auramine,207-762-5,492-80-8,"4-[4-(dimethylamino)benzenecarboximidoyl]-N,N-dimethylaniline",22608,RF-00007988-PAR,Auramine,C17H21N3,CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C,"InChI=1S/C17H21N3/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4/h5-12,18H,1-4H3",organic,,,
371894,1118,620,929,40611,Congo Red,209-358-4,573-58-0,,23737,RF-00009118-PAR,Congo Red,single chemical entity,7,QU07A,as such,,Congo Red,209-358-4,573-58-0,disodium 4-amino-3-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]phenyl] phenyl]diazenyl]naphthalene-1-sulfonate,23737,RF-00009118-PAR,Congo Red,C32H22N6Na2O6S2,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],"InChI=1S/C32H24N6O6S2.2Na/c33-31-25-7-3-1-5-23(25)29(45(39,40)41)17-27(31)37-35-21-13-9-19(10-14-21)20-11-15-22(16-12-20)36-38-28-18-30(46(42,43)44)24-6-2-4-8-26(24)32(28)34;;/h1-18H,33-34H2,(H,39,40,41)(H,42,43,44);;/q;2*+1/p-2",organic,,,
371895,1119,621,930,40611,Butter Yellow,,60-11-7,,19364,RF-00004775-PAR,Methyl Yellow,single chemical entity,7,QU07A,as such,,Butter Yellow,,60-11-7,,19364,RF-00004775-PAR,Methyl Yellow,,,,organic,,,
371896,1120,622,931,40611,Solvent Red I,,1229-55-6,,19340,RF-00004751-PAR,Sudan Red G,single chemical entity,7,QU07A,as such,,Solvent Red I,,1229-55-6,,19340,RF-00004751-PAR,Sudan Red G,,,,organic,,,
371897,1121,623,932,40611,Naphthol Yellow,207-600-3,483-84-1,,22372,RF-00007752-PAR,Naphthol Yellow,single chemical entity,7,QU07A,as such,,Naphthol Yellow,207-600-3,483-84-1,"8-hydroxy-5,7-dinitronaphthalene-2-sulfonic acid",22372,RF-00007752-PAR,Naphthol Yellow,C10H6N2O8S,C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O,"InChI=1S/C10H6N2O8S/c13-10-7-3-5(21(18,19)20)1-2-6(7)8(11(14)15)4-9(10)12(16)17/h1-4,13H,(H,18,19,20)",organic,,,
371898,1122,624,933,40611,Malachite Green,209-322-8,569-64-2,,17417,RF-00002919-PAR,Malachite Green,single chemical entity,7,QU07A,as such,,Malachite Green,209-322-8,569-64-2,"[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium chloride",17417,RF-00002919-PAR,Malachite Green,C23H25ClN2,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],"InChI=1S/C23H25N2.ClH/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4;/h5-17H,1-4H3;1H/q+1;/p-1",organic,,,
371899,1123,625,934,40611,Leucomalachite Green,204-961-9,129-73-7,,16222,RF-00001727-PAR,Leucomalachite Green,single chemical entity,7,QU07A,as such,,Leucomalachite Green,204-961-9,129-73-7,"4-[[4-(dimethylamino)phenyl]-phenylmethyl]-N,N-dimethylaniline",16222,RF-00001727-PAR,Leucomalachite Green,C23H26N2,CN(C)C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C,"InChI=1S/C23H26N2/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17,23H,1-4H3",organic,,,
371900,1124,626,935,40611,Ponceau 3R,222-638-0,3564-09-8,,22632,RF-00008012-PAR,Ponceau 3R,single chemical entity,7,QU07A,as such,,Ponceau 3R,222-638-0,3564-09-8,"disodium(4E)-3-oxo-4-[(2,4,5-trimethylphenyl)hydrazinylidene]naphthalene-2,7-disulfonate",22632,RF-00008012-PAR,Ponceau 3R,C19H16N2Na2O7S2,CC1=CC(=C(C=C1C)N/N=C/2\\C3=C(C=C(C=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],"InChI=1S/C19H18N2O7S2.2Na/c1-10-6-12(3)16(7-11(10)2)20-21-18-15-5-4-14(29(23,24)25)8-13(15)9-17(19(18)22)30(26,27)28;;/h4-9,20H,1-3H3,(H,23,24,25)(H,26,27,28);;/q;2*+1/p-2/b21-18+;;",organic,,,
371901,1125,627,936,40611,Ponceau MX,,3761-53-3,,19329,RF-00004740-PAR,Cristal Ponceau 2R,single chemical entity,7,QU07A,as such,,Ponceau MX,,3761-53-3,,19329,RF-00004740-PAR,Cristal Ponceau 2R,,,,organic,,,
371902,1126,628,937,40611,Oil Orange SS,220-162-8,2646-17-5,,22605,RF-00007985-PAR,Oil Orange SS,single chemical entity,7,QU07A,as such,,Oil Orange SS,220-162-8,2646-17-5,(1Z)-1-[(2-methylphenyl)hydrazinylidene]naphthalen-2-one,22605,RF-00007985-PAR,Oil Orange SS,C17H14N2O,CC1=CC=CC=C1N/N=C/2\\C(=O)C=CC3=CC=CC=C32,"InChI=1S/C17H14N2O/c1-12-6-2-5-9-15(12)18-19-17-14-8-4-3-7-13(14)10-11-16(17)20/h2-11,18H,1H3/b19-17-",organic,,,
371903,1127,629,938,40611,Polyethylene glycol-30 dipolyhydroxystearate,,70142-34-6,,15979,RF-00001483-PAR,Polyethylene glycol-30 dipolyhydroxystearate,polymer,7,QU07A,as such,,Polyethylene glycol-30 dipolyhydroxystearate,,70142-34-6,,15979,RF-00001483-PAR,Polyethylene glycol-30 dipolyhydroxystearate,,,,organic,,,
371904,1128,630,939,40611,"Charcoal, activated",264-846-4,64365-11-3,,16202,RF-00001707-PAR,"Charcoal, activated",single chemical entity,7,QU07A,as such,,"Charcoal, activated",264-846-4,64365-11-3,,16202,RF-00001707-PAR,"Charcoal, activated",,,,organic,,,
371905,1129,631,940,40611,"Silicic acid, magnesium-sodium-fluoride salt",,,,15978,RF-00001482-PAR,"Silicic acid, magnesium-sodium-fluoride salt",single chemical entity,7,QU07A,as such,,"Silicic acid, magnesium-sodium-fluoride salt",,,,15978,RF-00001482-PAR,"Silicic acid, magnesium-sodium-fluoride salt",,,,organic,,,
371906,1130,632,941,40611,"1,3,5-Tris(4-benzoylphenyl) benzene",,227099-60-7,,16077,RF-00001582-PAR,"1,3,5-Tris(4-benzoylphenyl) benzene",single chemical entity,7,QU07A,as such,,"1,3,5-Tris(4-benzoylphenyl) benzene",,227099-60-7,"[4-[3,5-bis(4-benzoylphenyl)phenyl]phenyl]-phenylmethanone",16077,RF-00001582-PAR,"1,3,5-Tris(4-benzoylphenyl) benzene",C45H30O3,O=C(c1ccccc1)c2ccc(cc2)c3cc(cc(c3)c4ccc(cc4)C(=O)c5ccccc5)c6ccc(cc6)C(=O)c7ccccc7,InChI=1S/C45H30O3/c46-43(34-10-4-1-5-11-34)37-22-16-31(17-23-37)40-28-41(32-18-24-38(25-19-32)44(47)35-12-6-2-7-13-35)30-42(29-40)33-20-26-39(27-21-33)45(48)36-14-8-3-9-15-36/h1-30H,organic,,,
371907,1131,633,948,40611,"2,4-Bis(dodecylthiomethyl)-6-methylphenol",,110675-26-8,,15977,RF-00001481-PAR,"2,4-Bis(dodecylthiomethyl)-6-methylphenol",single chemical entity,7,QU07A,as such,,"2,4-Bis(dodecylthiomethyl)-6-methylphenol",,110675-26-8,"2,4-bis[(dodecylsulfanyl)methyl]-6-methylphenol",15977,RF-00001481-PAR,"2,4-Bis(dodecylthiomethyl)-6-methylphenol",C33H60OS2,Oc1c(C)cc(cc1CSCCCCCCCCCCCC)CSCCCCCCCCCCCC,"InChI=1S/C33H60OS2/c1-4-6-8-10-12-14-16-18-20-22-24-35-28-31-26-30(3)33(34)32(27-31)29-36-25-23-21-19-17-15-13-11-9-7-5-2/h26-27,34H,4-25,28-29H2,1-3H3",organic,,,
371908,1132,634,949,40611,Iron Phosphide,235-798-1,12751-22-3,,23160,RF-00008540-PAR,Iron Phosphide,single chemical entity,7,QU07A,as such,,Iron Phosphide,235-798-1,12751-22-3,Iron(3+); phosphorus(3-),23160,RF-00008540-PAR,Iron Phosphide,FeP,[P-3].[Fe+3],InChI=1S/Fe.P/q+3;-3,inorganic,,,
371909,1133,635,1226,40611,"Copolymer of maleic anhydride and styrene, sodium salt",,25736-61-2,,16027,RF-00001531-PAR,"Copolymer of maleic anhydride and styrene, sodium salt",polymer,7,QU07A,as such,,"Copolymer of maleic anhydride and styrene, sodium salt",,25736-61-2,,16027,RF-00001531-PAR,"Copolymer of maleic anhydride and styrene, sodium salt",,,,organic,,,
371910,1134,636,1207,40611,"Polyester of adipic acid with glycerol or pentaerythritol, esters with even numbered unbranched C12-C22 fatty acids",,,"A representative substance is �Hexanedioc acid, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol octadecanoate� (Pentaerythritol-Adipate Stearate).",24472,RF-00009851-PAR,"Polyester of adipic acid with glycerol or pentaerythritol, esters with even numbered unbranched C12-C22 fatty acids","group, open",9,QU09A,not part of group assessment,,"Hexanedioic acid, polymer with 2,2- bis(hydroxymethyl)-1,3-propanediol, octadecanoate",,68130-34-7,,16042,RF-00001546-PAR,"Hexanedioic acid, polymer with 2,2- bis(hydroxymethyl)-1,3-propanediol, octadecanoate",,,,organic,,,
371911,1135,637,960,40611,Polyethylene glycol tridecyl ether phosphate,,9046-01-9,,15976,RF-00001480-PAR,Polyethylene glycol tridecyl ether phosphate,polymer,7,QU07A,as such,,Polyethylene glycol tridecyl ether phosphate,,9046-01-9,,15976,RF-00001480-PAR,Polyethylene glycol tridecyl ether phosphate,,,,organic,,,
371912,1141,639,961,40611,Silicon dioxide coating (SiOx) formed from the monomers hexamethyldisiloxane and hexamethyldisilazane,,,,24473,RF-00009852-PAR,Silicon dioxide coating (SiOx) formed from the monomers hexamethyldisiloxane and hexamethyldisilazane,polymer,16,QU16A,monomer,,Hexamethyldisiloxane,203-492-7,107-46-0,Trimethyl(trimethylsilyloxy)silane,22856,RF-00008236-PAR,Hexamethyldisiloxane,C6H18OSi2,C[Si](C)(C)O[Si](C)(C)C,"InChI=1S/C6H18OSi2/c1-8(2,3)7-9(4,5)6/h1-6H3",organic,,,
371913,1142,639,963,40611,Silicon dioxide coating (SiOx) formed from the monomers hexamethyldisiloxane and hexamethyldisilazane,,,,24473,RF-00009852-PAR,Silicon dioxide coating (SiOx) formed from the monomers hexamethyldisiloxane and hexamethyldisilazane,polymer,16,QU16A,monomer,,Hexamethyldisilazane,213-668-5,999-97-3,[dimethyl-(trimethylsilylamino)silyl]methane,16201,RF-00001706-PAR,Hexamethyldisilazane,C6H19NSi2,C[Si](C)(C)N[Si](C)(C)C,"InChI=1S/C6H19NSi2/c1-8(2,3)7-9(4,5)6/h7H,1-6H3",organic,,,
371914,1143,640,965,40611,"Bis(2,6-diisopropylphenyl)carbodiimide",218-487-5,2162-74-5,,15975,RF-00001479-PAR,"Bis(2,6-diisopropylphenyl)carbodiimide",single chemical entity,7,QU07A,as such,,"Bis(2,6-diisopropylphenyl)carbodiimide",218-487-5,2162-74-5,"N,N'-bis[2,6-di(propan-2-yl)phenyl]methanediimine",15975,RF-00001479-PAR,"Bis(2,6-diisopropylphenyl)carbodiimide",C25H34N2,CC(C)C1=C(C(=CC=C1)C(C)C)N=C=NC2=C(C=CC=C2C(C)C)C(C)C,"InChI=1S/C25H34N2/c1-16(2)20-11-9-12-21(17(3)4)24(20)26-15-27-25-22(18(5)6)13-10-14-23(25)19(7)8/h9-14,16-19H,1-8H3",organic,,,
